Episode,Turn,Player,Action,Reward,Cumulative_Reward
4,32,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,33,2,"Action(player=Player 2, type=ActionType.BUY, card=Smithy)",0,0
4,34,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
4,35,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
4,36,2,"Action(player=Player 2, type=ActionType.PLAY, card=Moneylender)",0,0
4,37,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
4,38,1,"Action(player=Player 1, type=ActionType.PLAY, card=Witch)",0,0
4,39,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",0,0
4,40,2,"Action(player=Player 2, type=ActionType.PLAY, card=Smithy)",0,0
4,41,2,"Action(player=Player 2, type=ActionType.BUY, card=Curse)",0,0
4,42,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
4,43,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",0,0
4,44,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,45,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
4,46,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
4,47,1,"Action(player=Player 1, type=ActionType.BUY, card=Moneylender)",0,0
4,48,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,49,2,"Action(player=Player 2, type=ActionType.BUY, card=Gold)",0,0
4,50,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
4,51,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",0,0
4,52,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,53,2,"Action(player=Player 2, type=ActionType.BUY, card=Estate)",0,0
4,54,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
4,55,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
4,56,2,"Action(player=Player 2, type=ActionType.PLAY, card=Smithy)",0,0
4,57,2,"Action(player=Player 2, type=ActionType.BUY, card=Silver)",0,0
4,58,1,"Action(player=Player 1, type=ActionType.PLAY, card=Village)",0,0
4,59,1,"Action(player=Player 1, type=ActionType.PLAY, card=Moneylender)",0,0
4,60,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
4,61,1,"Action(player=Player 1, type=ActionType.BUY, card=Estate)",0,0
4,62,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,63,2,"Action(player=Player 2, type=ActionType.BUY, card=Silver)",0,0
4,64,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
4,65,1,"Action(player=Player 1, type=ActionType.BUY, card=Curse)",0,0
4,66,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,67,2,"Action(player=Player 2, type=ActionType.BUY, card=Village)",0,0
4,68,1,"Action(player=Player 1, type=ActionType.PLAY, card=Village)",0,0
4,69,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
4,70,1,"Action(player=Player 1, type=ActionType.BUY, card=Curse)",0,0
4,71,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,72,2,"Action(player=Player 2, type=ActionType.BUY, card=Village)",0,0
4,73,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
4,74,1,"Action(player=Player 1, type=ActionType.BUY, card=Curse)",0,0
4,75,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,76,2,"Action(player=Player 2, type=ActionType.BUY, card=Silver)",0,0
4,77,1,"Action(player=Player 1, type=ActionType.PLAY, card=Witch)",0,0
4,78,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
4,79,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,80,2,"Action(player=Player 2, type=ActionType.BUY, card=Laboratory)",0,0
4,81,1,"Action(player=Player 1, type=ActionType.PLAY, card=Village)",0,0
4,82,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
4,83,1,"Action(player=Player 1, type=ActionType.BUY, card=Silver)",0,0
4,84,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,85,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
4,86,1,"Action(player=Player 1, type=ActionType.PLAY, card=Moneylender)",0,0
4,87,1,"Action(player=Player 1, type=ActionType.BUY, card=Curse)",0,0
4,88,2,"Action(player=Player 2, type=ActionType.PLAY, card=Moneylender)",0,0
4,89,2,"Action(player=Player 2, type=ActionType.BUY, card=Curse)",0,0
4,90,1,"Action(player=Player 1, type=ActionType.PLAY, card=Smithy)",0,0
4,91,1,"Action(player=Player 1, type=ActionType.BUY, card=Estate)",0,0
4,92,2,"Action(player=Player 2, type=ActionType.PLAY, card=Village)",0,0
4,93,2,"Action(player=Player 2, type=ActionType.PLAY, card=Village)",0,0
4,94,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,95,2,"Action(player=Player 2, type=ActionType.BUY, card=Market)",0,0
4,96,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
4,97,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
4,98,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,99,2,"Action(player=Player 2, type=ActionType.BUY, card=Village)",0,0
4,100,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
4,101,1,"Action(player=Player 1, type=ActionType.BUY, card=Estate)",0,0
4,102,2,"Action(player=Player 2, type=ActionType.PLAY, card=Market)",0,0
4,103,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,104,2,"Action(player=Player 2, type=ActionType.BUY, card=Gold)",0,0
4,105,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
4,106,1,"Action(player=Player 1, type=ActionType.PLAY, card=Village)",0,0
4,107,1,"Action(player=Player 1, type=ActionType.PLAY, card=Village)",0,0
4,108,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
4,109,1,"Action(player=Player 1, type=ActionType.BUY, card=Estate)",0,0
4,110,2,"Action(player=Player 2, type=ActionType.PLAY, card=Village)",0,0
4,111,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,112,2,"Action(player=Player 2, type=ActionType.BUY, card=Moneylender)",0,0
4,113,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
4,114,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
4,115,2,"Action(player=Player 2, type=ActionType.PLAY, card=Village)",0,0
4,116,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,117,2,"Action(player=Player 2, type=ActionType.BUY, card=Curse)",0,0
4,118,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
4,119,1,"Action(player=Player 1, type=ActionType.BUY, card=Estate)",0,0
4,120,2,"Action(player=Player 2, type=ActionType.PLAY, card=Moneylender)",0,0
4,121,2,"Action(player=Player 2, type=ActionType.BUY, card=Witch)",0,0
4,122,1,"Action(player=Player 1, type=ActionType.PLAY, card=Witch)",0,0
4,123,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",0,0
4,124,2,"Action(player=Player 2, type=ActionType.PLAY, card=Village)",0,0
4,125,2,"Action(player=Player 2, type=ActionType.PLAY, card=Smithy)",0,0
4,126,2,"Action(player=Player 2, type=ActionType.PLAY, card=Laboratory)",0,0
4,127,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,128,2,"Action(player=Player 2, type=ActionType.BUY, card=Village)",0,0
4,129,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
4,130,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
4,131,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,132,2,"Action(player=Player 2, type=ActionType.BUY, card=Village)",0,0
4,133,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
4,134,1,"Action(player=Player 1, type=ActionType.BUY, card=Estate)",0,0
4,135,2,"Action(player=Player 2, type=ActionType.PLAY, card=Village)",0,0
4,136,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,137,2,"Action(player=Player 2, type=ActionType.BUY, card=Village)",0,0
4,138,1,"Action(player=Player 1, type=ActionType.PLAY, card=Moneylender)",0,0
4,139,1,"Action(player=Player 1, type=ActionType.BUY, card=Silver)",0,0
4,140,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,141,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
4,142,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
4,143,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
4,144,2,"Action(player=Player 2, type=ActionType.PLAY, card=Village)",0,0
4,145,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,146,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
4,147,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
4,148,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
4,149,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,150,2,"Action(player=Player 2, type=ActionType.BUY, card=Moneylender)",0,0
4,151,1,"Action(player=Player 1, type=ActionType.PLAY, card=Witch)",0,0
4,152,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
4,153,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,154,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
4,155,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
4,156,1,"Action(player=Player 1, type=ActionType.BUY, card=Estate)",5,5
