Episode,Turn,Player,Action,Reward,Cumulative_Reward
2,32,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,33,2,"Action(player=Player 2, type=ActionType.BUY, card=Estate)",0,0
2,34,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,35,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
2,36,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,37,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
2,38,1,"Action(player=Player 1, type=ActionType.PLAY, card=Laboratory)",0,0
2,39,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,40,1,"Action(player=Player 1, type=ActionType.BUY, card=Moneylender)",0,0
2,41,2,"Action(player=Player 2, type=ActionType.PLAY, card=Moneylender)",0,0
2,42,2,"Action(player=Player 2, type=ActionType.BUY, card=Duchy)",0,0
2,43,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,44,1,"Action(player=Player 1, type=ActionType.BUY, card=Estate)",0,0
2,45,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,46,2,"Action(player=Player 2, type=ActionType.BUY, card=Curse)",0,0
2,47,1,"Action(player=Player 1, type=ActionType.PLAY, card=Village)",0,0
2,48,1,"Action(player=Player 1, type=ActionType.PLAY, card=Market)",0,0
2,49,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,50,1,"Action(player=Player 1, type=ActionType.BUY, card=Festival)",0,0
2,51,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
2,52,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,53,2,"Action(player=Player 2, type=ActionType.BUY, card=Estate)",0,0
2,54,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,55,1,"Action(player=Player 1, type=ActionType.BUY, card=Smithy)",0,0
2,56,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,57,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
2,58,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,59,1,"Action(player=Player 1, type=ActionType.BUY, card=Curse)",0,0
2,60,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,61,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
2,62,1,"Action(player=Player 1, type=ActionType.PLAY, card=Moneylender)",0,0
2,63,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
2,64,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,65,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
2,66,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,67,1,"Action(player=Player 1, type=ActionType.BUY, card=Curse)",0,0
2,68,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,69,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
2,70,1,"Action(player=Player 1, type=ActionType.PLAY, card=Market)",0,0
2,71,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,72,1,"Action(player=Player 1, type=ActionType.BUY, card=Estate)",0,0
2,73,1,"Action(player=Player 1, type=ActionType.BUY, card=Curse)",0,0
2,74,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,75,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
2,76,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,77,1,"Action(player=Player 1, type=ActionType.BUY, card=Duchy)",0,0
2,78,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,79,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
2,80,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,81,1,"Action(player=Player 1, type=ActionType.BUY, card=Estate)",0,0
2,82,2,"Action(player=Player 2, type=ActionType.PLAY, card=Moneylender)",0,0
2,83,2,"Action(player=Player 2, type=ActionType.BUY, card=Market)",0,0
2,84,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,85,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
2,86,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,87,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
2,88,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,89,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
2,90,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,91,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
2,92,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,93,1,"Action(player=Player 1, type=ActionType.BUY, card=Curse)",0,0
2,94,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,95,2,"Action(player=Player 2, type=ActionType.BUY, card=Village)",0,0
2,96,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,97,1,"Action(player=Player 1, type=ActionType.BUY, card=Curse)",0,0
2,98,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,99,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
2,100,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,101,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
2,102,2,"Action(player=Player 2, type=ActionType.PLAY, card=Moneylender)",0,0
2,103,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
2,104,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,105,1,"Action(player=Player 1, type=ActionType.BUY, card=Estate)",0,0
2,106,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,107,2,"Action(player=Player 2, type=ActionType.BUY, card=Curse)",0,0
2,108,1,"Action(player=Player 1, type=ActionType.PLAY, card=Smithy)",0,0
2,109,1,"Action(player=Player 1, type=ActionType.BUY, card=Curse)",0,0
2,110,2,"Action(player=Player 2, type=ActionType.PLAY, card=Moneylender)",0,0
2,111,2,"Action(player=Player 2, type=ActionType.BUY, card=Witch)",0,0
2,112,1,"Action(player=Player 1, type=ActionType.PLAY, card=Laboratory)",0,0
2,113,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,114,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",0,0
2,115,2,"Action(player=Player 2, type=ActionType.PLAY, card=Moneylender)",0,0
2,116,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
2,117,1,"Action(player=Player 1, type=ActionType.PLAY, card=Moneylender)",0,0
2,118,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
2,119,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,120,2,"Action(player=Player 2, type=ActionType.BUY, card=Estate)",0,0
2,121,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,122,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
2,123,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,124,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
2,125,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,126,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
2,127,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,128,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
2,129,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,130,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
2,131,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,132,2,"Action(player=Player 2, type=ActionType.BUY, card=Village)",0,0
2,133,1,"Action(player=Player 1, type=ActionType.PLAY, card=Moneylender)",0,0
2,134,1,"Action(player=Player 1, type=ActionType.BUY, card=Festival)",0,0
2,135,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,136,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
2,137,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,138,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
2,139,2,"Action(player=Player 2, type=ActionType.PLAY, card=Moneylender)",0,0
2,140,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
2,141,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,142,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
2,143,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,144,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
2,145,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,146,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
2,147,2,"Action(player=Player 2, type=ActionType.PLAY, card=Village)",0,0
2,148,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,149,2,"Action(player=Player 2, type=ActionType.BUY, card=Village)",0,0
2,150,1,"Action(player=Player 1, type=ActionType.PLAY, card=Moneylender)",0,0
2,151,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
2,152,2,"Action(player=Player 2, type=ActionType.PLAY, card=Witch)",0,0
2,153,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
2,154,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,155,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
2,156,2,"Action(player=Player 2, type=ActionType.PLAY, card=Moneylender)",0,0
2,157,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
2,158,1,"Action(player=Player 1, type=ActionType.PLAY, card=Village)",0,0
2,159,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,160,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
2,161,2,"Action(player=Player 2, type=ActionType.PLAY, card=Village)",0,0
2,162,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,163,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
2,164,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,165,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
2,166,2,"Action(player=Player 2, type=ActionType.PLAY, card=Moneylender)",0,0
2,167,2,"Action(player=Player 2, type=ActionType.BUY, card=Duchy)",0,0
2,168,1,"Action(player=Player 1, type=ActionType.PLAY, card=Festival)",0,0
2,169,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,170,1,"Action(player=Player 1, type=ActionType.BUY, card=Moneylender)",0,0
2,171,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
2,172,2,"Action(player=Player 2, type=ActionType.PLAY, card=Village)",0,0
2,173,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,174,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
2,175,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,176,1,"Action(player=Player 1, type=ActionType.BUY, card=Silver)",0,0
2,177,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,178,2,"Action(player=Player 2, type=ActionType.BUY, card=Silver)",0,0
2,179,1,"Action(player=Player 1, type=ActionType.PLAY, card=Festival)",0,0
2,180,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,181,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",0,0
2,182,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
2,183,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,184,2,"Action(player=Player 2, type=ActionType.BUY, card=Village)",0,0
2,185,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,186,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
2,187,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,188,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
2,189,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,190,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",0,0
2,191,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,192,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
2,193,1,"Action(player=Player 1, type=ActionType.PLAY, card=Festival)",0,0
2,194,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,195,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",0,0
2,196,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
2,197,2,"Action(player=Player 2, type=ActionType.PLAY, card=Village)",0,0
2,198,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,199,2,"Action(player=Player 2, type=ActionType.BUY, card=Silver)",0,0
2,200,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
2,201,1,"Action(player=Player 1, type=ActionType.BUY, card=Silver)",0,0
2,202,2,"Action(player=Player 2, type=ActionType.PLAY, card=Market)",0,0
2,203,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
2,204,2,"Action(player=Player 2, type=ActionType.BUY, card=Smithy)",0,0
2,205,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
2,206,1,"Action(player=Player 1, type=ActionType.PLAY, card=Moneylender)",0,0
2,207,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",3,3
