Episode,Turn,Player,Action,Reward,Cumulative_Reward
1,100,2,"Action(player=Player 2, type=ActionType.PLAY, card=Moneylender)",0,0
1,101,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
1,102,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
1,103,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
1,104,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
1,105,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
1,106,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
1,107,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
1,108,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
1,109,2,"Action(player=Player 2, type=ActionType.BUY, card=Market)",0,0
1,110,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
1,111,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",0,0
1,112,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
1,113,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
1,114,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
1,115,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
1,116,2,"Action(player=Player 2, type=ActionType.PLAY, card=Moneylender)",0,0
1,117,2,"Action(player=Player 2, type=ActionType.BUY, card=Laboratory)",0,0
1,118,1,"Action(player=Player 1, type=ActionType.PLAY, card=Village)",0,0
1,119,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
1,120,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
1,121,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
1,122,2,"Action(player=Player 2, type=ActionType.BUY, card=Village)",0,0
1,123,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
1,124,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
1,125,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
1,126,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
1,127,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
1,128,1,"Action(player=Player 1, type=ActionType.BUY, card=Moneylender)",0,0
1,129,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
1,130,2,"Action(player=Player 2, type=ActionType.BUY, card=Festival)",0,0
1,131,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
1,132,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
1,133,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
1,134,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
1,135,1,"Action(player=Player 1, type=ActionType.PLAY, card=Village)",0,0
1,136,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
1,137,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",0,0
1,138,2,"Action(player=Player 2, type=ActionType.PLAY, card=Moneylender)",0,0
1,139,2,"Action(player=Player 2, type=ActionType.BUY, card=Village)",0,0
1,140,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
1,141,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
1,142,2,"Action(player=Player 2, type=ActionType.PLAY, card=Village)",0,0
1,143,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
1,144,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
1,145,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
1,146,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
1,147,2,"Action(player=Player 2, type=ActionType.PLAY, card=Village)",0,0
1,148,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
1,149,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
1,150,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
1,151,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
1,152,2,"Action(player=Player 2, type=ActionType.PLAY, card=Moneylender)",0,0
1,153,2,"Action(player=Player 2, type=ActionType.BUY, card=Village)",-1,-1
