Episode,Turn,Player,Action,Reward,Cumulative_Reward
7,125,1,"Action(player=Player 1, type=ActionType.BUY, card=Curse)",0,0
7,126,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
7,127,2,"Action(player=Player 2, type=ActionType.BUY, card=Moneylender)",0,0
7,128,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
7,129,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
7,130,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
7,131,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
7,132,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
7,133,1,"Action(player=Player 1, type=ActionType.BUY, card=Curse)",0,0
7,134,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
7,135,2,"Action(player=Player 2, type=ActionType.BUY, card=Market)",0,0
7,136,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
7,137,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
7,138,2,"Action(player=Player 2, type=ActionType.PLAY, card=Village)",0,0
7,139,2,"Action(player=Player 2, type=ActionType.PLAY, card=Laboratory)",0,0
7,140,2,"Action(player=Player 2, type=ActionType.PLAY, card=Witch)",0,0
7,141,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
7,142,2,"Action(player=Player 2, type=ActionType.BUY, card=Curse)",0,0
7,143,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
7,144,1,"Action(player=Player 1, type=ActionType.BUY, card=Estate)",0,0
7,145,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
7,146,2,"Action(player=Player 2, type=ActionType.BUY, card=Province)",0,0
7,147,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
7,148,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
7,149,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
7,150,2,"Action(player=Player 2, type=ActionType.BUY, card=Village)",0,0
7,151,1,"Action(player=Player 1, type=ActionType.PLAY, card=Moneylender)",0,0
7,152,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",0,0
7,153,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
7,154,2,"Action(player=Player 2, type=ActionType.BUY, card=Smithy)",0,0
7,155,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
7,156,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
7,157,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
7,158,2,"Action(player=Player 2, type=ActionType.BUY, card=Village)",0,0
7,159,1,"Action(player=Player 1, type=ActionType.PLAY, card=Moneylender)",0,0
7,160,1,"Action(player=Player 1, type=ActionType.BUY, card=Curse)",0,0
7,161,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
7,162,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
7,163,1,"Action(player=Player 1, type=ActionType.PLAY, card=Market)",0,0
7,164,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
7,165,1,"Action(player=Player 1, type=ActionType.BUY, card=Estate)",0,0
7,166,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
7,167,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
7,168,2,"Action(player=Player 2, type=ActionType.BUY, card=Smithy)",0,0
7,169,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
7,170,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
7,171,2,"Action(player=Player 2, type=ActionType.PLAY, card=Village)",0,0
7,172,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
7,173,2,"Action(player=Player 2, type=ActionType.BUY, card=Estate)",9,9
